年度,機構名稱,訓練地址,班級名稱,訓練職類大類,開訓日期,結訓日期,受訓資格,訓練時數,就業率
2012,勞動力發展署中彰投分署,臺中市西屯區工業區一路100號,室內設計實務,藝術類,2012/9/3,2013/4/23,高中/職(含)以上,1232,100.00%
2012,勞動力發展署中彰投分署,臺中市西屯區工業區一路,精密機械H,工業類,2012/12/17,2013/8/6,高中/職(含)以上,1240,100.00%
2012,勞動力發展署中彰投分署,臺中市西屯區工業區一路100號, 機電控制A班,工業類,2012/8/20,2013/8/2,高中/職(含)以上,1880,100.00%
2012,勞動力發展署北基宜花金馬分署,新北市泰山區貴子村致遠新村55之1號,電腦數值控制機械(CNC)(泰山),工業類,2012/1/9,2012/6/25,高中/職(含)以上,900,100.00%
2012,勞動力發展署北基宜花金馬分署,新北市泰山區貴子村致遠新村55之1號,精密機械(泰山),工業類,2012/1/2,2012/7/4,高中/職(含)以上,1000,100.00%
2012,勞動力發展署北基宜花金馬分署,花蓮縣壽豐鄉平和村吳全10號,水電(花蓮),工業類,2012/1/9,2012/5/2,國中(含)以上,600,100.00%
2012,勞動力發展署北基宜花金馬分署,花蓮縣壽豐鄉平和村吳全10號,銲接(花蓮),工業類,2012/3/29,2012/7/13,國中(含)以上,600,100.00%
2012,勞動力發展署北基宜花金馬分署,宜蘭縣員山鄉員山路3段500巷1號,電腦輔助機械製圖(宜蘭),工業類,2012/7/31,2013/1/7,高中/職(含)以上,900,100.00%
2012,勞動力發展署北基宜花金馬分署,花蓮縣壽豐鄉平和村吳全10號,玉石鑲嵌(花蓮),藝術類,2012/9/12,2012/12/26,國中(含)以上,600,100.00%
2012,勞動力發展署北基宜花金馬分署,基隆市中正區和平島平一路21號之5,銲接(基隆),工業類,2012/2/3,2012/9/5,國中(含)以上,1200,100.00%
2012,勞動力發展署北基宜花金馬分署,宜蘭縣員山鄉員山路3段500巷1號,水電(宜蘭),工業類,2012/3/5,2012/7/6,國中(含)以上,700,100.00%
2012,勞動力發展署北基宜花金馬分署,基隆市中正區和平島平一路21號之5,銲接(基隆),工業類,2012/9/5,2013/4/16,國中(含)以上,1200,100.00%
2012,勞動力發展署北基宜花金馬分署,宜蘭縣員山鄉員山路3段500巷1號,造園景觀維護(宜蘭),農業類,2012/5/7,2012/8/17,國中(含)以上,600,100.00%
2012,勞動力發展署桃竹苗分署,桃園市楊梅區秀才路851號,男女髮藝造型沙龍,醫事護理及家事類,2012/3/27,2012/6/26,國中(含)以上,504,100.00%
2012,勞動力發展署桃竹苗分署,桃園市楊梅區秀才路851號,男女髮藝造型沙龍,醫事護理及家事類,2012/6/29,2012/9/25,國中(含)以上,504,100.00%
2012,勞動力發展署桃竹苗分署,桃園市楊梅區秀才路851號,男女髮藝造型沙龍,醫事護理及家事類,2012/9/28,2012/12/26,國中(含)以上,504,100.00%
2012,勞動力發展署桃竹苗分署,桃園市楊梅區秀才路851號,足體舒壓班,醫事護理及家事類,2012/4/26,2012/6/7,高中/職(含)以上,240,100.00%
2012,勞動力發展署桃竹苗分署,桃園市楊梅區秀才路851號,電路板基礎工程新進工程師班,工業類,2012/7/30,2012/8/23,專科(含)以上,152,100.00%
2012,勞動力發展署桃竹苗分署,桃園市楊梅區秀才路851號,服裝樣版設計,醫事護理及家事類,2012/1/12,2012/6/27,高中/職(含)以上,900,100.00%
2012,勞動力發展署桃竹苗分署,桃園市楊梅區秀才路851號,太陽能與風力應用,工業類,2012/2/2,2012/7/10,不限,900,100.00%
2012,勞動力發展署桃竹苗分署,桃園市楊梅區秀才路851號,芳香舒壓實務,醫事護理及家事類,2012/1/10,2012/5/2,國中(含)以上,600,100.00%
2012,勞動力發展署桃竹苗分署,桃園市楊梅區秀才路851號,冷凍空調節能,工業類,2012/2/2,2012/7/10,不限,900,100.00%
2012,勞動力發展署桃竹苗分署,桃園市楊梅區秀才路851號,大樓機電空調節能,工業類,2012/1/12,2012/6/27,不限,900,100.00%
2012,勞動力發展署桃竹苗分署,桃園市楊梅區秀才路851號,時尚飲料創業,醫事護理及家事類,2012/1/5,2012/3/29,國中(含)以上,440,100.00%
2012,勞動力發展署桃竹苗分署,桃園市楊梅區秀才路851號,綠色節能水電裝修實務,工業類,2012/1/12,2012/6/27,高中/職(含)以上,900,100.00%
2012,勞動力發展署桃竹苗分署,桃園市楊梅區秀才路,可程式控制工程師,工業類,2012/1/12,2012/6/26,高中/職(含)以上,900,100.00%
2012,勞動力發展署桃竹苗分署,桃園市楊梅區秀才路851號,國際貿易與採購實務,商業類,2012/2/2,2012/3/22,高中/職(含)以上,280,100.00%
2012,勞動力發展署桃竹苗分署,桃園市楊梅區秀才路851號,冷凍空調節能(A班),工業類,2012/7/12,2012/12/18,不限,900,100.00%
2012,勞動力發展署桃竹苗分署,桃園市楊梅區秀才路851號,大樓機電空調節能,工業類,2012/7/12,2012/12/18,不限,900,100.00%
2012,勞動力發展署桃竹苗分署,桃園市楊梅區秀才路851號,中大型網路可程式控制專,工業類,2012/10/23,2012/11/8,專科(含)以上,104,100.00%
2012,勞動力發展署桃竹苗分署,桃園市楊梅區秀才路851號,西餐烹調專業,醫事護理及家事類,2012/9/10,2012/12/24,高中/職(含)以上,600,100.00%
2012,勞動力發展署桃竹苗分署,桃園市楊梅區秀才路851號,觀光餐旅專業,商業類,2012/6/13,2012/8/3,國中(含)以上,304,100.00%
2012,勞動力發展署桃竹苗分署,桃園市楊梅區秀才路851號,中餐烹調專業,醫事護理及家事類,2012/4/11,2012/6/28,國中(含)以上,440,100.00%
2012,勞動力發展署桃竹苗分署,桃園市楊梅區秀才路851號,國際會議展覽實務,商業類,2012/2/16,2012/6/1,專科(含)以上,600,100.00%
2012,勞動力發展署桃竹苗分署,桃園市楊梅區秀才路851號,電腦輔助設計機械製圖（電腦繪圖B）,工業類,2012/1/11,2012/5/3,高中/職(含)以上,600,100.00%
2012,勞動力發展署桃竹苗分署,桃園市楊梅區秀才路851號,中餐烹調專業,醫事護理及家事類,2012/10/3,2012/12/19,國中(含)以上,440,100.00%
2012,勞動力發展署桃竹苗分署,桃園市楊梅區秀才路851號,節能規劃師,工業類,2012/9/4,2013/2/8,高中/職(含)以上,900,100.00%
2012,勞動力發展署桃竹苗分署,桃園市楊梅區秀才路851號,司馬庫斯複合式創意料理專,醫事護理及家事類,2012/6/4,2012/6/22,不限,128,100.00%
2012,勞動力發展署桃竹苗分署,桃園市楊梅區秀才路851號,冷凍空調節能(B班),工業類,2012/7/12,2012/12/18,不限,900,100.00%
2012,勞動力發展署雲嘉南分署,雲林縣北港鎮太平路80號,TIG氬氣鎢極銲接(上課地點：雲林北港),工業類,2012/7/18,2012/12/28,國中(含)以上,936,100.00%
2012,勞動力發展署雲嘉南分署,臺南市官田區工業路40號,創意家具設計及製作,工業類,2012/7/18,2012/12/28,高中/職(含)以上,936,100.00%
2012,勞動力發展署雲嘉南分署,臺南市官田區工業路40號,綠生活與裝修工程實務,工業類,2012/7/18,2012/12/28,高中/職(含)以上,936,100.00%
2012,勞動力發展署雲嘉南分署,臺南市官田區工業路40號,電腦輔助工程測量,工業類,2012/7/18,2012/12/28,高中/職(含)以上,936,100.00%
2012,勞動力發展署雲嘉南分署,臺南市官田區工業路40號,水電,工業類,2012/7/18,2012/12/28,高中/職(含)以上,936,100.00%
2012,勞動力發展署雲嘉南分署,雲林縣北港鎮太平路80號(北港農工),TIG氬氣鎢極銲接(上課地點：雲林北港),工業類,2012/1/11,2012/6/22,國中(含)以上,880,100.00%
2012,勞動力發展署雲嘉南分署,臺南市官田區工業路,水電,工業類,2012/1/11,2012/6/22,高中/職(含)以上,880,100.00%
2012,勞動力發展署雲嘉南分署,臺南市官田區工業路40號,電腦數值控制機械((CAD/CAM與CNC?削中心機)),工業類,2012/1/11,2012/6/22,高中/職(含)以上,880,100.00%
2012,勞動力發展署雲嘉南分署,臺南市官田區工業路40號,電腦輔助工程測量,工業類,2012/1/11,2012/6/22,高中/職(含)以上,880,100.00%
2012,勞動力發展署雲嘉南分署,臺南市官田區工業路40號,銲接,工業類,2012/1/11,2012/6/22,國中(含)以上,880,100.00%
2012,勞動力發展署雲嘉南分署,臺南市官田區工業路40號,工業電子(微控制器&數位設計),工業類,2012/1/11,2012/6/22,高中/職(含)以上,880,100.00%
2012,勞動力發展署高屏澎東分署,高雄市前鎮區凱旋四路105號,電腦輔助設計與製造,工業類,2012/1/12,2012/7/3,專科(含)以上,900,100.00%
2012,勞動力發展署高屏澎東分署,高雄市前鎮區凱旋四路,電腦輔助設計與製造,工業類,2012/7/10,2012/12/19,專科(含)以上,900,100.00%
2012,勞動力發展署高屏澎東分署,高雄市前鎮區凱旋四路105號,冷凍空調,工業類,2012/3/20,2012/6/12,國中(含)以上,450,100.00%
2012,勞動力發展署高屏澎東分署,高雄市前鎮區凱旋四路105號,特殊銲接,工業類,2012/7/10,2012/12/19,國中(含)以上,900,100.00%
2012,勞動力發展署高屏澎東分署,高雄市前鎮區凱旋四路105號,鋼結構製作,工業類,2012/7/10,2012/12/19,高中/職(含)以上,900,100.00%
2012,勞動力發展署高屏澎東分署,高雄市前鎮區凱旋四路105號,可程式機電控制,工業類,2012/5/10,2012/7/16,高中/職(含)以上,360,100.00%
2012,勞動力發展署高屏澎東分署,高雄市前鎮區凱旋四路105號,國際貿易行銷,商業類,2012/5/10,2012/8/3,高中/職(含)以上,476,100.00%
2012,勞動力發展署高屏澎東分署,高雄市前鎮區凱旋四路,工業配線暨綠能節電,工業類,2012/7/10,2013/6/7,高中/職(含)以上,1800,100.00%
2012,勞動力發展署高屏澎東分署,高雄市前鎮區凱旋四路105號,工業配線,工業類,2012/6/14,2012/8/31,國中(含)以上,450,100.00%
2012,勞動力發展署高屏澎東分署,高雄市前鎮區凱旋四路105號,可程式機電控制,工業類,2012/1/12,2012/3/23,高中/職(含)以上,360,100.00%
2012,行政院勞工委員會職業訓練局泰山職業訓練中心,新北市泰山區貴子里致遠新村55之1號,低溫冷凍與空調節能,工業類,2012/7/20,2012/12/27,高中/職(含)以上,900,100.00%
2013,勞動力發展署中彰投分署,臺中市西屯區工業區一路100號,雲端技術應用實務A班,商業類,2013/4/29,2013/10/18,高中/職(含)以上,928,100.00%
2013,勞動力發展署中彰投分署,臺中市西屯區工業區一路100號, 102年度精密機械跨領域國際人才產訓合作,工業類,2013/8/5,2014/1/3,大學(含)以上,824,100.00%
2013,勞動力發展署中彰投分署,臺中市西屯區工業區一路100號,電腦輔助機械製圖與製造D,工業類,2013/9/3,2014/4/18,高中/職(含)以上,1224,100.00%
2013,勞動力發展署中彰投分署,臺中市西屯區工業區一路100號, 網路行銷B班,工業類,2013/7/22,2013/11/15,高中/職(含)以上,624,100.00%
2013,勞動力發展署中彰投分署,臺中市西屯區工業區一路100號,建築物裝潢實務,藝術類,2013/7/8,2014/2/21,高中/職(含)以上,1216,100.00%
2013,勞動力發展署中彰投分署,臺中市西屯區工業區一路100號,精密機械D,工業類,2013/6/24,2014/2/7,高中/職(含)以上,1224,100.00%
2013,勞動力發展署中彰投分署,臺中市西屯區工業區一路100號,汽車修護B班,工業類,2013/6/17,2013/12/3,高中/職(含)以上,920,100.00%
2013,勞動力發展署中彰投分署,臺中市西屯區工業區一路100號,精密機械C,工業類,2013/5/13,2013/12/20,高中/職(含)以上,1216,100.00%
2013,勞動力發展署中彰投分署,臺中市西屯區工業區一路100號,飾品設計與製造A,工業類,2013/5/6,2013/10/25,高中/職(含)以上,928,100.00%
2013,勞動力發展署中彰投分署,臺中市西屯區工業區一路100號,網路商務技術應用設計A班,工業類,2013/5/6,2013/10/25,高中/職(含)以上,928,100.00%
2013,勞動力發展署中彰投分署,臺中市西屯區工業區一路100號,室內水電技術(工程)A班,工業類,2013/5/6,2013/10/25,國中(含)以上,928,100.00%
2013,勞動力發展署中彰投分署,臺中市西屯區工業區一路100號,室內設計實務A,藝術類,2013/4/29,2013/12/10,高中/職(含)以上,1224,100.00%
2013,勞動力發展署中彰投分署,臺中市西屯區工業區一路100號,電腦輔助機械製造B班,工業類,2013/3/4,2013/8/16,高中/職(含)以上,920,100.00%
2013,勞動力發展署中彰投分署,臺中市西屯區工業區一路100號,汽車修護(商用車輛維修) ,工業類,2013/3/25,2013/9/9,高中/職(含)以上,928,100.00%
2013,勞動力發展署中彰投分署,臺中市西屯區工業區一路100號,精密機械B,工業類,2013/3/25,2013/11/8,高中/職(含)以上,1232,100.00%
2013,勞動力發展署中彰投分署,臺中市西屯區工業區一路100號, 冷凍空調裝修A班,工業類,2013/3/25,2013/9/12,高中/職(含)以上,920,100.00%
2013,勞動力發展署中彰投分署,臺中市南屯區嶺東路1號 (嶺東科技大學),網路行銷身心障礙者專班,工業類,2013/1/21,2013/5/22,高中/職(含)以上,620,100.00%
2013,勞動力發展署中彰投分署,臺中市西屯區工業區一路100號,金屬熔接技術A班,工業類,2013/1/28,2013/7/23,國中(含)以上,928,100.00%
2013,勞動力發展署中彰投分署,臺中市西屯區工業區一路100號, 電腦輔助機械製造A班,工業類,2013/1/28,2013/7/23,高中/職(含)以上,928,100.00%
2013,勞動力發展署中彰投分署,臺中市西屯區工業區一路100號,精密機械A班,工業類,2013/1/21,2013/9/6,高中/職(含)以上,1200,100.00%
2013,勞動力發展署中彰投分署,臺中市西屯區工業區一路100號,電腦輔助機械製圖與製造A班,工業類,2013/1/7,2013/8/23,高中/職(含)以上,1232,100.00%
2013,勞動力發展署中彰投分署,臺中市西屯區工業區一路100號,精密機械F,工業類,2013/10/14,2014/5/30,高中/職(含)以上,1240,100.00%
2013,勞動力發展署中彰投分署,臺中市西屯區工業區一路100號,汽車修護D班,工業類,2013/12/9,2014/5/30,高中/職(含)以上,920,100.00%
2013,勞動力發展署中彰投分署,臺中市西屯區工業區一路100號,汽車修護C,工業類,2013/10/21,2014/4/11,高中/職(含)以上,928,100.00%
2013,勞動力發展署中彰投分署,臺中市西屯區工業區一路100號,電腦裝修B,工業類,2013/11/4,2014/1/24,高中/職(含)以上,464,100.00%
2013,勞動力發展署中彰投分署,臺中市西屯區工業區一路100號,飾品設計與製造B,工業類,2013/11/4,2014/4/25,高中/職(含)以上,928,100.00%
2013,勞動力發展署中彰投分署,臺中市西屯區工業區一路100號,網路商務技術應用設計B,工業類,2013/11/4,2014/4/25,高中/職(含)以上,928,100.00%
2013,勞動力發展署中彰投分署,臺中市西屯區工業區一路100號,網路行銷C,工業類,2013/11/18,2014/3/14,高中/職(含)以上,616,100.00%
2013,勞動力發展署中彰投分署,臺中市西屯區工業區一路100號,汽車車身技術B,工業類,2013/11/11,2014/5/2,國中(含)以上,928,100.00%
2013,勞動力發展署中彰投分署,臺中市西屯區工業區一路100號,精密機械H,工業類,2013/12/23,2014/8/8,高中/職(含)以上,1232,100.00%
2013,勞動力發展署中彰投分署,臺中市西屯區工業區一路100號,綠能技術-自行車裝修,工業類,2013/12/16,2014/2/14,高中/職(含)以上,304,100.00%
2013,勞動力發展署中彰投分署,臺中市西屯區工業區一路100號,節能技術-冷凍空調裝修B,工業類,2013/12/16,2014/6/6,高中/職(含)以上,912,100.00%
2013,勞動力發展署中彰投分署,臺中市西屯區工業區一路100號,電腦網路工程實務B,工業類,2013/10/14,2014/4/3,專科(含)以上,928,100.00%
2013,勞動力發展署中彰投分署,臺中市西屯區工業區一路100號,工具機與精密模具設計製造B,工業類,2013/8/5,2014/6/27,高中/職(含)以上,1744,100.00%
2013,勞動力發展署中彰投分署,臺中市西屯區工業區一路100號,機電整合B,工業類,2013/9/16,2014/5/2,高中/職(含)以上,1224,100.00%
2013,勞動力發展署中彰投分署,臺中市西屯區工業區一路100號,精密機械E,工業類,2013/9/16,2014/5/2,高中/職(含)以上,1224,100.00%
2013,勞動力發展署中彰投分署,臺中市西屯區工業區一路100號,冷凍空調裝修B,工業類,2013/9/16,2014/3/7,高中/職(含)以上,912,100.00%
